baseline_sample_id,variant_sample_id,axis,language,source_class,source_domain,variant_source,transform_version,baseline_text_sha256,variant_text_sha256,cosine_similarity,euclidean_distance,manhattan_distance
pbv11-sample-015-baseline,pbv11-sample-015-baseline-token_stride_duplicate,token_stride_duplicate,de,public-domain literary text,dramatic verse,deterministic-in-memory-public-transform,deterministic-public-growth-v1,8115c51dbc9d7fb245faa70c0f9cc908ac3f68805cb1dee1525cd4e0ba3a0b85,4699d2d4ff7198d07ff36244b69cab03576f1802d685ada8dd0dab2d9a2ba65b,0.999664,0.520914,0.85031
pbv11-sample-015-baseline,pbv11-sample-015-variant-d,word_order_shift,de,public-domain literary text,dramatic verse,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,8115c51dbc9d7fb245faa70c0f9cc908ac3f68805cb1dee1525cd4e0ba3a0b85,ce774ad882441a1463fba64799ddb7206294e1b89ae0ec35c65801ecd45d49ec,1.0,0.0,0.0
pbv11-sample-016-baseline,pbv11-sample-016-variant-b,compressed_version,de,public-domain literary text,dramatic prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,1.0,0.0,0.0
pbv11-sample-016-baseline,pbv11-sample-016-variant-e,formalized_style,de,public-domain literary text,dramatic prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,c3656e0f8d564931a2c47adcad44b442390d656e69db9a322008d7bcdadce05e,0.999726,2.013464,2.455854
pbv11-sample-016-baseline,pbv11-sample-016-variant-f,informalized_style,de,public-domain literary text,dramatic prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,35e7a71baf7d68b04ef0843d5670419a18f32e6fb9c65c6ba3b0c43a0428f9b6,0.999771,2.022503,2.599076
pbv11-sample-016-baseline,pbv11-sample-016-variant-a,punctuation_cleanup,de,public-domain literary text,dramatic prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,9848c4886a5e78b0f629e85df9e53415494117daa7cc7914e4cfa0c372867daa,1.0,0.014756,0.020802
pbv11-sample-016-baseline,pbv11-sample-016-baseline-punctuation_strip,punctuation_strip,de,public-domain literary text,dramatic prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,76bafe277c8647a797c357549f1f58963775b3d5a391a20638057d57cbcafdc3,0.999998,0.036834,0.051714
pbv11-sample-016-baseline,pbv11-sample-016-baseline-sentence_order_rotate,sentence_order_rotate,de,public-domain literary text,dramatic prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,1.0,0.0,0.0
pbv11-sample-016-baseline,pbv11-sample-016-variant-c,sentence_split_merge,de,public-domain literary text,dramatic prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,746d1433eccb9e7a977d41c93609e6c76f3219d588d6ebcda93bad43d330b335,0.957725,9.5,9.5
pbv11-sample-016-baseline,pbv11-sample-016-baseline-token_pair_swap,token_pair_swap,de,public-domain literary text,dramatic prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,e72c5a1883d5b786bcff783fb279e45b5fdcaf2a8c02bcb803e3c3e407b6d458,1.0,0.009569,0.009569
pbv11-sample-016-baseline,pbv11-sample-016-baseline-token_stride_drop,token_stride_drop,de,public-domain literary text,dramatic prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,b158d9aabaa2c14db5735f206ee1702f1b17b8dcc93455f110e996d89f6af63c,0.999839,1.004697,1.188851
pbv11-sample-016-baseline,pbv11-sample-016-baseline-token_stride_duplicate,token_stride_duplicate,de,public-domain literary text,dramatic prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,f85059437b4fb8ca34de1cf794c5b2342772c3966de26b1c2de3e6882bb7a4f8,0.999268,2.02225,2.63746
pbv11-sample-016-baseline,pbv11-sample-016-variant-d,word_order_shift,de,public-domain literary text,dramatic prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,e618a0dd3908ca733baa9d14ff97d06548243b3080cebaa26887b99a7e550651,b758505ca77de731c812895efb82820b87b8dd547380556935423270f835f140,0.957725,9.5,9.5
pbv11-sample-017-baseline,pbv11-sample-017-variant-b,compressed_version,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,4a691c58d62ca065eccef88a32685d6d9d205fefe8415307655b461340ae1403,0.995832,6.052281,7.610588
pbv11-sample-017-baseline,pbv11-sample-017-variant-e,formalized_style,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,eb4628bf5a5aeeb8082ad0d352a850b62545cbe856e6cf69fd6eeed6ec808ff0,0.999962,1.011384,1.279718
pbv11-sample-017-baseline,pbv11-sample-017-variant-f,informalized_style,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,6af2f3cae25ad5bfd77540c0124a362ecde8f88b575ca836c87f5409597f118c,0.999968,1.020317,1.374999
pbv11-sample-017-baseline,pbv11-sample-017-variant-a,punctuation_cleanup,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,2110f1299859cbfa4e8e2670f2c87f784cc5f13dd698c44d4315707341404520,0.999999,0.038995,0.054944
pbv11-sample-017-baseline,pbv11-sample-017-baseline-punctuation_strip,punctuation_strip,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,4e99422c35d8f759d08151f70d5706ba3e723d693752d7071aae464f34802f3e,0.985926,23.000066,23.078101
pbv11-sample-017-baseline,pbv11-sample-017-baseline-sentence_order_rotate,sentence_order_rotate,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,17806b216e02e33b9e1818fd36fe8fe36220188731ef4fd3d86d6682f6f4a952,1.0,0.004141,0.004141
pbv11-sample-017-baseline,pbv11-sample-017-variant-c,sentence_split_merge,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,60a3982a080a5ef3c66620b44c069b0ed5606a598c49a017d5c75f3be82267a8,0.814908,17.25,17.25
pbv11-sample-017-baseline,pbv11-sample-017-baseline-token_pair_swap,token_pair_swap,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,9818e46da9d1f6e7c833b2c899656ad279a30dc2c9b99d330cb4409cbbd5e8f1,0.988857,7.666668,7.670808
pbv11-sample-017-baseline,pbv11-sample-017-baseline-token_stride_drop,token_stride_drop,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,9f2e9ea6bb01189142f7e349e6eb91085f25ae1ef82fe4dc7ba9d2435c8b3403,0.999214,2.510699,2.949135
pbv11-sample-017-baseline,pbv11-sample-017-baseline-token_stride_duplicate,token_stride_duplicate,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,077535f02cac978208dff6a0c97ac170aa50d1d5e5344971c904e46b03bb2cfe,0.999619,2.011534,2.498213
pbv11-sample-017-baseline,pbv11-sample-017-variant-d,word_order_shift,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,2d6c6163f8cd2a4a37be723d56af45917b1ddcf793e60123ff3e4e677c1af19d,47a7e7981b9a32da577d5b1541c8e233f5d19c05a63a3e63efcc0bc4fc70e445,1.0,0.0,0.0
pbv11-sample-018-baseline,pbv11-sample-018-variant-b,compressed_version,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,cc9f1a6a556d68a053105e11261eb5dbff0cca4d19049bc3abe4c2598bb8f060,0.980464,9.034339,10.588059
pbv11-sample-018-baseline,pbv11-sample-018-variant-e,formalized_style,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,b772a78f345b2ad6b3a92c5a84ebe9ae740768696eee2e1728c7fec686944c64,0.999951,1.011196,1.277428
pbv11-sample-018-baseline,pbv11-sample-018-variant-f,informalized_style,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,66b5e4bb76fb586ea98a14ca6ea7aa5c6e27ce1594239961c7b1f776bc249727,0.999961,1.019308,1.370892
pbv11-sample-018-baseline,pbv11-sample-018-variant-a,punctuation_cleanup,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,29c9a7b324fbdca17dbe41cadfcc74fafd5941154c4eac28360de9d2cf9309d6,1.0,0.020234,0.028499
pbv11-sample-018-baseline,pbv11-sample-018-baseline-punctuation_strip,punctuation_strip,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,842c44f065b75cd7cdfdea402422e275b589361bee05eec389d247767e88a1f5,0.984562,22.000031,22.052266
pbv11-sample-018-baseline,pbv11-sample-018-baseline-sentence_order_rotate,sentence_order_rotate,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,80786b4cb9ad1d354459289ad7fcf436a69e21fd5a495a850bac2bcaedb0f3ed,1.0,0.004301,0.004301
pbv11-sample-018-baseline,pbv11-sample-018-variant-c,sentence_split_merge,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,56dedd248607ea3b6a9bdc009a9e097dc6077eb3d0c59f450af76fd65b561170,0.922295,13.2,13.2
pbv11-sample-018-baseline,pbv11-sample-018-baseline-token_pair_swap,token_pair_swap,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,81c922028be86a8cb419462a91e128c93c91955922216b3b5243684e3f03b24c,1.0,0.004301,0.004301
pbv11-sample-018-baseline,pbv11-sample-018-baseline-token_stride_drop,token_stride_drop,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,7db74bfe7845c60faeb7848f8fd3d5d4bfc10fbcf34f7720ad179d10744870df,0.999643,2.006211,2.316813
pbv11-sample-018-baseline,pbv11-sample-018-baseline-token_stride_duplicate,token_stride_duplicate,es,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,7ec0c7b8973c55367482c73196a053ac813fc71202f97ff1922f309fc10a1d12,0.99989,1.529498,2.158845
pbv11-sample-018-baseline,pbv11-sample-018-variant-d,word_order_shift,es,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,8aa366f1f9a18caedf0b6e9d4c8315601b828b920dbdd4414fb2d7eb352e3fc7,0d6e8914e16b00bae90a4d31f9fcb2e85c513fa8d15531c45b17d1c027573ae2,1.0,0.0,0.0
pbv11-sample-019-baseline,pbv11-sample-019-variant-b,compressed_version,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,1d41c55c121f503e75b68941cbc9767f9e7af847b17d17154422b5620027f27a,0.99186,14.021709,15.502718
pbv11-sample-019-baseline,pbv11-sample-019-variant-e,formalized_style,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,950d6fe1dd7d291ecf8ef30d71a675acc79f8dd3374e2a3906f0744df8dd9a88,0.999971,2.014044,2.428414
pbv11-sample-019-baseline,pbv11-sample-019-variant-f,informalized_style,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,aed6b201ca81b0424f9a66e69aecdf31c0f3bfba5ce4a7c6a4a978332c719ab5,0.999954,2.006143,2.300813
pbv11-sample-019-baseline,pbv11-sample-019-variant-a,punctuation_cleanup,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,dfef6c4f712d07feaa59ddc3af48a311d8f1c4aa508e878e6793aebc49bb3a0b,0.999999,0.051785,0.073024
pbv11-sample-019-baseline,pbv11-sample-019-baseline-punctuation_strip,punctuation_strip,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,6ea2aa144008264cb1f99b28210733c5f374ba860d68f7a747267d49a8c4a6f9,0.999996,0.102936,0.202446
pbv11-sample-019-baseline,pbv11-sample-019-baseline-sentence_order_rotate,sentence_order_rotate,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,1.0,0.0,0.0
pbv11-sample-019-baseline,pbv11-sample-019-variant-c,sentence_split_merge,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,d865f9c77dc590bb383d53d377c2e9f0ea8554968dea57cb5f645e6a24312402,0.652922,30.625,30.625
pbv11-sample-019-baseline,pbv11-sample-019-baseline-token_pair_swap,token_pair_swap,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,bb259c55636c4b9468ddcbe51ab565bc3d3669dbcf932604a7a1d47d4676b16e,1.0,0.00475,0.00475
pbv11-sample-019-baseline,pbv11-sample-019-baseline-token_stride_drop,token_stride_drop,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,195027a03dfe96b05a4f639919bf7ceae07dc1cd88c95fd45f2d707e003f5713,0.99987,3.009744,3.466101
pbv11-sample-019-baseline,pbv11-sample-019-baseline-token_stride_duplicate,token_stride_duplicate,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,283ee980b17cd736dd4e6b1638f72b77c17066bd4284cdc11dd3f09b84f76c54,0.999922,2.004603,2.287734
pbv11-sample-019-baseline,pbv11-sample-019-variant-d,word_order_shift,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,0c02a3fea55f1324976fe30eb50dc1f620ecacac52d99be6fbd4807ddd48068c,50f73909fe63d184343f01a343f176db926f3bad735b64140fcfaf9c62a2e126,0.976778,17.5,17.5
pbv11-sample-020-baseline,pbv11-sample-020-variant-b,compressed_version,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,92362e011c2c9eedb6fb19f17b38cdbe8e3f5cf740ed7f1b553434630e5e4023,0.999465,1.632101,3.098582
pbv11-sample-020-baseline,pbv11-sample-020-variant-e,formalized_style,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,0c3e4b6188c7e07fa1c8bcba44f0d7c71778525031c92f34c7bf6a95c13534c6,0.999856,0.69412,0.995822
pbv11-sample-020-baseline,pbv11-sample-020-variant-f,informalized_style,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,ea79f9877063a5d019a8c112aa6223c5c0f7696d17d272b97fec3f91d8c1ce9e,0.999779,0.680745,0.949605
pbv11-sample-020-baseline,pbv11-sample-020-variant-a,punctuation_cleanup,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,65242bfb494ab57f26be0a425012f4abe432858f428af605c0295d052604b6eb,0.999999,0.025787,0.036374
pbv11-sample-020-baseline,pbv11-sample-020-baseline-punctuation_strip,punctuation_strip,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,6c0c5e0181ec5abf49338f440b026ba5f9cc3f84d8ca384ca66e6332211290ab,0.922737,24.666873,24.851599
pbv11-sample-020-baseline,pbv11-sample-020-baseline-sentence_order_rotate,sentence_order_rotate,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,cf6feccad06c26ae8e7ec66291cf39e8af18dc5c608c604d16881703f65f41fb,1.0,0.004193,0.004193
pbv11-sample-020-baseline,pbv11-sample-020-variant-c,sentence_split_merge,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,a836ecf8f85c460188320b7bfef60e17a4f7fb0277a5a9c191aa58b76811b2b4,0.942937,6.166669,6.17566
pbv11-sample-020-baseline,pbv11-sample-020-baseline-token_pair_swap,token_pair_swap,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,f53f0666cea0e4a787230bbf6848bdd37116c0e5beb8faa03ffb5e6a5bedd6bc,1.0,0.004193,0.004193
pbv11-sample-020-baseline,pbv11-sample-020-baseline-token_stride_drop,token_stride_drop,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,e014242234e528309e08486c41b5da5bfce9f994385c80b4c2a1c22b5b0266ba,0.998616,1.343676,1.65335
pbv11-sample-020-baseline,pbv11-sample-020-baseline-token_stride_duplicate,token_stride_duplicate,ru,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,e9ba08b7902911f08ef09309b18f80aec1ec43d2f5a996126dc1e3476b810974,0.999438,1.023211,1.522231
pbv11-sample-020-baseline,pbv11-sample-020-variant-d,word_order_shift,ru,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,413e30828fe3e76854466c46c58d06fd60cd194875955b50dbae46673ae69307,a928a9e751b4c4ee511e5b11bfcac29a87e3d5e607dd8b483fb4ad05325bd719,1.0,0.0,0.0
